State,Crop,Season,Rainfall,Area,Production,Yield
Nagaland,Potato,Rabi,431.8,1866.9,49118.2,26.31
Madhya Pradesh,Cotton,Kharif,938.3,1893.3,5329.6,2.81
Gujarat,Soybean,Kharif,821.5,3647.6,8827.2,2.42
Himachal Pradesh,Potato,Rabi,708.2,1470.3,39603.0,26.93
West Bengal,Cotton,Kharif,843.4,2871.0,8544.2,2.98
Arunachal Pradesh,Rice,Kharif,1694.5,4802.7,20893.2,4.35
Uttar Pradesh,Barley,Rabi,526.4,1178.6,4263.6,3.62
Arunachal Pradesh,Cotton,Kharif,857.3,1104.4,3027.0,2.74
Maharashtra,Barley,Rabi,468.1,4523.9,14798.7,3.27
Haryana,Sugarcane,Kharif,1163.2,1546.7,135356.0,87.51
Himachal Pradesh,Maize,Kharif,864.8,1947.5,7268.2,3.73
Haryana,Mustard,Rabi,487.8,3273.2,6435.1,1.97
Gujarat,Groundnut,Kharif,697.6,421.4,1078.2,2.56
Goa,Groundnut,Kharif,717.4,234.7,599.6,2.55
Assam,Sugarcane,Kharif,1423.6,2696.5,249448.7,92.51
Meghalaya,Cotton,Kharif,617.5,1327.7,3681.0,2.77
Gujarat,Potato,Rabi,588.5,550.5,14260.1,25.9
Bihar,Wheat,Rabi,600.1,3926.6,23001.3,5.86
Kerala,Maize,Kharif,618.7,4294.9,17913.6,4.17
Chhattisgarh,Wheat,Rabi,542.9,4645.9,23462.9,5.05
Nagaland,Mustard,Rabi,411.2,1207.3,2318.7,1.92
Tamil Nadu,Barley,Rabi,349.3,1730.0,5042.6,2.91
Kerala,Soybean,Kharif,798.0,3763.1,9106.7,2.42
Rajasthan,Groundnut,Kharif,518.5,1361.0,2873.7,2.11
Bihar,Maize,Kharif,998.7,3387.6,13508.6,3.99
Gujarat,Cotton,Kharif,561.1,4956.6,13967.3,2.82
Tripura,Cotton,Kharif,565.6,4922.3,14168.8,2.88
Chhattisgarh,Rice,Kharif,1237.4,2398.2,13780.7,5.75
Nagaland,Wheat,Rabi,773.5,4444.5,22063.5,4.96
Punjab,Sugarcane,Kharif,844.4,646.5,61483.7,95.1
West Bengal,Wheat,Rabi,704.9,358.0,2084.2,5.82
Chhattisgarh,Maize,Kharif,545.4,3045.3,11730.5,3.85
Uttar Pradesh,Groundnut,Kharif,671.6,2333.8,5345.2,2.29
Punjab,Soybean,Kharif,940.2,3925.5,7468.3,1.9
Uttarakhand,Mustard,Rabi,444.6,3393.5,6719.2,1.98
Telangana,Wheat,Rabi,720.9,4537.3,25258.1,5.57
Meghalaya,Groundnut,Kharif,863.6,4865.7,10578.0,2.17
Tamil Nadu,Rice,Kharif,1311.2,355.7,1844.1,5.18
Odisha,Soybean,Kharif,828.0,4553.7,9122.9,2.0
Odisha,Rice,Kharif,1033.2,2172.8,10069.0,4.63
Meghalaya,Mustard,Rabi,566.6,754.4,1138.2,1.51
West Bengal,Rice,Kharif,998.9,4241.0,18978.0,4.47
Sikkim,Potato,Rabi,581.6,2536.5,74030.1,29.19
Telangana,Mustard,Rabi,567.8,803.5,1376.8,1.71
Meghalaya,Mustard,Rabi,463.0,3554.6,6484.7,1.82
Karnataka,Potato,Rabi,488.8,2514.5,73373.3,29.18
Punjab,Wheat,Rabi,514.8,1754.0,8292.6,4.73
Odisha,Wheat,Rabi,686.1,2779.0,16738.9,6.02
Telangana,Potato,Rabi,480.7,3886.7,93198.8,23.98
Mizoram,Soybean,Kharif,843.6,2274.6,5294.9,2.33
Tamil Nadu,Barley,Rabi,568.8,903.8,2954.0,3.27
Gujarat,Barley,Rabi,327.0,1929.0,5468.4,2.83
Madhya Pradesh,Barley,Rabi,565.6,3517.6,10757.4,3.06
Arunachal Pradesh,Maize,Kharif,767.1,103.1,433.4,4.2
Meghalaya,Mustard,Rabi,538.3,295.0,464.0,1.57
Manipur,Potato,Rabi,589.0,2006.9,59443.2,29.62
Manipur,Cotton,Kharif,536.5,2208.0,6178.0,2.8
Goa,Groundnut,Kharif,803.0,105.5,237.0,2.25
Manipur,Cotton,Kharif,655.5,1217.6,3358.1,2.76
Haryana,Cotton,Kharif,657.2,1186.2,3230.0,2.72
Sikkim,Cotton,Kharif,973.6,4953.3,13436.9,2.71
Meghalaya,Barley,Rabi,402.1,4556.7,14563.2,3.2
Manipur,Mustard,Rabi,561.4,496.3,745.3,1.5
Chhattisgarh,Rice,Kharif,1744.5,4316.6,20255.6,4.69
West Bengal,Wheat,Rabi,652.0,3841.1,20932.3,5.45
Karnataka,Wheat,Rabi,501.1,3895.1,21797.1,5.6
Rajasthan,Barley,Rabi,342.5,1482.5,4444.2,3.0
Chhattisgarh,Mustard,Rabi,477.7,4089.6,7798.8,1.91
Jharkhand,Maize,Kharif,901.5,4694.6,20501.3,4.37
Mizoram,Mustard,Rabi,470.6,1190.4,2229.6,1.87
Tamil Nadu,Barley,Rabi,325.4,3497.8,10747.7,3.07
Jharkhand,Barley,Rabi,488.7,4552.4,16684.7,3.67
Arunachal Pradesh,Wheat,Rabi,763.1,4832.9,20644.1,4.27
Manipur,Barley,Rabi,338.2,704.0,2049.2,2.91
Haryana,Maize,Kharif,732.3,4263.8,18377.6,4.31
Sikkim,Potato,Rabi,503.6,960.0,26830.0,27.95
Himachal Pradesh,Cotton,Kharif,986.9,3035.1,7200.9,2.37
Telangana,Wheat,Rabi,621.7,2053.4,10129.9,4.93
Andhra Pradesh,Groundnut,Kharif,775.0,2038.7,5427.7,2.66
Jharkhand,Groundnut,Kharif,885.2,727.9,1664.9,2.29
Assam,Rice,Kharif,1240.3,3663.6,17487.3,4.77
Chhattisgarh,Potato,Rabi,450.0,2116.5,50756.2,23.98
Tamil Nadu,Barley,Rabi,560.8,4391.8,12303.5,2.8
Bihar,Maize,Kharif,654.8,3646.6,15320.7,4.2
Madhya Pradesh,Sugarcane,Kharif,715.7,317.3,28118.5,88.62
Madhya Pradesh,Soybean,Kharif,827.7,1222.1,2711.4,2.22
Punjab,Rice,Kharif,1716.5,1476.8,6970.7,4.72
Assam,Maize,Kharif,733.1,4603.0,21330.5,4.63
Kerala,Rice,Kharif,912.1,3445.9,14125.6,4.1
Uttar Pradesh,Rice,Kharif,1515.0,336.4,1898.4,5.64
Karnataka,Potato,Rabi,785.2,1348.9,31285.7,23.19
Uttarakhand,Wheat,Rabi,666.5,4617.0,25786.9,5.59
Odisha,Mustard,Rabi,314.4,2952.8,4582.4,1.55
Madhya Pradesh,Groundnut,Kharif,519.6,1739.8,3391.8,1.95
Rajasthan,Sugarcane,Kharif,1727.6,608.4,47513.1,78.1
Arunachal Pradesh,Rice,Kharif,1571.3,3701.5,20016.6,5.41
Kerala,Soybean,Kharif,609.6,1131.4,2029.4,1.79
Arunachal Pradesh,Soybean,Kharif,723.9,1501.0,3549.9,2.36
Tripura,Wheat,Rabi,723.3,4749.1,21885.9,4.61
Andhra Pradesh,Sugarcane,Kharif,1517.1,1029.9,82820.6,80.41
Meghalaya,Maize,Kharif,543.4,3604.4,12707.2,3.53
Haryana,Rice,Kharif,1725.5,2581.8,12477.3,4.83
Karnataka,Rice,Kharif,1605.1,2964.2,16338.4,5.51
Andhra Pradesh,Potato,Rabi,785.6,1100.9,30730.0,27.91
Uttarakhand,Soybean,Kharif,906.1,3969.6,9201.7,2.32
Uttar Pradesh,Potato,Rabi,639.9,4803.7,134564.2,28.01
Tripura,Groundnut,Kharif,503.8,684.6,1243.5,1.82
Madhya Pradesh,Maize,Kharif,515.4,1838.1,6244.3,3.4
Bihar,Sugarcane,Kharif,1308.5,1506.3,132530.2,87.98
Sikkim,Potato,Rabi,435.8,4589.7,128292.1,27.95
Sikkim,Groundnut,Kharif,738.6,4909.9,12136.6,2.47
Rajasthan,Potato,Rabi,501.7,4726.9,141016.0,29.83
Gujarat,Mustard,Rabi,432.8,2917.4,5385.3,1.85
Chhattisgarh,Maize,Kharif,608.4,176.7,774.5,4.38
Assam,Rice,Kharif,1340.5,479.8,2558.9,5.33
Uttar Pradesh,Barley,Rabi,472.3,2667.5,9733.1,3.65
Chhattisgarh,Rice,Kharif,923.4,3171.6,12501.8,3.94
Uttarakhand,Barley,Rabi,356.9,3396.0,10076.6,2.97
Andhra Pradesh,Groundnut,Kharif,589.4,2510.5,6516.2,2.6
Tripura,Rice,Kharif,1032.0,4493.2,24891.4,5.54
Nagaland,Mustard,Rabi,354.5,1297.4,1959.3,1.51
Haryana,Sugarcane,Kharif,897.8,691.6,60208.6,87.05
Odisha,Wheat,Rabi,647.0,4023.1,21226.6,5.28
Manipur,Maize,Kharif,607.4,1479.8,5939.3,4.01
Mizoram,Rice,Kharif,937.2,2803.4,13643.9,4.87
Gujarat,Mustard,Rabi,508.4,3475.4,6386.1,1.84
West Bengal,Wheat,Rabi,694.8,1523.0,8529.9,5.6
Meghalaya,Potato,Rabi,713.2,4103.2,105441.2,25.7
Maharashtra,Sugarcane,Kharif,1612.4,1015.9,92221.2,90.78
Sikkim,Soybean,Kharif,713.0,4931.2,9707.2,1.97
Arunachal Pradesh,Rice,Kharif,1496.2,3265.5,16897.9,5.17
Manipur,Cotton,Kharif,836.9,3318.8,10009.0,3.02
Bihar,Soybean,Kharif,611.5,2224.4,3841.4,1.73
Haryana,Wheat,Rabi,696.7,3465.4,17305.0,4.99
Bihar,Maize,Kharif,674.7,2733.1,12574.9,4.6
Uttarakhand,Barley,Rabi,453.4,789.6,2773.6,3.51
Himachal Pradesh,Mustard,Rabi,491.8,2106.5,4134.6,1.96
Himachal Pradesh,Groundnut,Kharif,802.6,4317.6,10950.6,2.54
Odisha,Rice,Kharif,996.5,3591.8,15893.6,4.43
Mizoram,Wheat,Rabi,623.7,935.1,5195.1,5.56
Chhattisgarh,Mustard,Rabi,532.3,3397.5,4953.1,1.46
Odisha,Barley,Rabi,579.7,478.7,1563.5,3.27
Tripura,Groundnut,Kharif,537.7,4388.4,8433.5,1.92
Jharkhand,Groundnut,Kharif,673.4,399.6,956.6,2.39
Uttar Pradesh,Cotton,Kharif,906.7,441.0,1139.7,2.58
Andhra Pradesh,Cotton,Kharif,882.2,4452.8,12698.1,2.85
Sikkim,Groundnut,Kharif,594.8,1357.2,3251.2,2.4
Uttarakhand,Maize,Kharif,963.0,2005.1,6896.1,3.44
Karnataka,Soybean,Kharif,632.2,1324.5,2188.0,1.65
Telangana,Rice,Kharif,1269.6,3480.0,20642.6,5.93
Mizoram,Barley,Rabi,511.4,2920.7,9610.3,3.29
Uttarakhand,Sugarcane,Kharif,1684.2,959.7,90426.7,94.22
Gujarat,Cotton,Kharif,944.2,2223.5,5928.7,2.67
Assam,Mustard,Rabi,329.3,4978.2,6654.3,1.34
Uttar Pradesh,Maize,Kharif,927.8,4153.0,17155.0,4.13
Odisha,Mustard,Rabi,386.7,568.1,1064.8,1.87
Haryana,Groundnut,Kharif,860.5,3622.2,7663.5,2.12
Odisha,Groundnut,Kharif,566.5,237.1,561.8,2.37
West Bengal,Soybean,Kharif,908.2,3523.9,7287.9,2.07
Punjab,Groundnut,Kharif,702.5,1234.4,3050.6,2.47
Punjab,Maize,Kharif,513.8,2894.6,9973.7,3.45
Arunachal Pradesh,Mustard,Rabi,461.4,994.7,1698.0,1.71
Odisha,Potato,Rabi,613.5,3892.7,119057.0,30.58
Rajasthan,Maize,Kharif,824.9,3302.5,13053.7,3.95
Haryana,Mustard,Rabi,491.0,3424.5,6398.7,1.87
Himachal Pradesh,Sugarcane,Kharif,1320.2,3598.3,345283.8,95.96
Jharkhand,Mustard,Rabi,413.4,4797.2,9167.0,1.91
Bihar,Groundnut,Kharif,894.8,1554.6,3205.7,2.06
Uttar Pradesh,Wheat,Rabi,496.3,1278.5,5448.2,4.26
Manipur,Maize,Kharif,980.8,996.1,3571.6,3.59
Meghalaya,Maize,Kharif,854.9,2976.4,13238.3,4.45
Nagaland,Wheat,Rabi,597.7,3983.2,24073.8,6.04
Karnataka,Maize,Kharif,547.2,4918.0,19049.2,3.87
Kerala,Sugarcane,Kharif,724.2,2666.8,195349.1,73.25
Jharkhand,Soybean,Kharif,669.2,3808.0,7269.6,1.91
West Bengal,Sugarcane,Kharif,1557.6,2663.6,265001.1,99.49
Uttar Pradesh,Wheat,Rabi,724.7,2512.8,12906.6,5.14
Goa,Rice,Kharif,1494.8,3024.7,16206.8,5.36
Gujarat,Barley,Rabi,493.5,1589.9,5130.9,3.23
Odisha,Cotton,Kharif,916.8,2680.8,6479.5,2.42
Telangana,Mustard,Rabi,309.5,355.1,582.8,1.64
Kerala,Rice,Kharif,1286.8,242.3,1191.5,4.92
Nagaland,Mustard,Rabi,483.8,2245.2,4423.9,1.97
Kerala,Barley,Rabi,483.2,3697.1,12396.6,3.35
Uttar Pradesh,Sugarcane,Kharif,1766.2,4760.3,372612.6,78.27
Maharashtra,Potato,Rabi,439.8,296.7,7707.6,25.98
Kerala,Mustard,Rabi,326.5,4496.8,7812.4,1.74
Kerala,Groundnut,Kharif,843.5,2266.3,5652.1,2.49
Nagaland,Barley,Rabi,541.1,1318.5,4513.0,3.42
Jharkhand,Soybean,Kharif,760.1,4786.8,11584.2,2.42
Mizoram,Sugarcane,Kharif,1402.5,4316.1,370683.2,85.88
Kerala,Sugarcane,Kharif,1152.0,4999.5,480363.8,96.08
Haryana,Wheat,Rabi,471.5,4965.8,25017.7,5.04
Meghalaya,Sugarcane,Kharif,1637.1,343.0,31173.9,90.89
West Bengal,Soybean,Kharif,806.0,479.9,1134.6,2.36
Arunachal Pradesh,Sugarcane,Kharif,988.4,166.7,14179.4,85.08
Punjab,Groundnut,Kharif,529.4,295.7,588.3,1.99
Andhra Pradesh,Barley,Rabi,362.9,1173.3,3660.0,3.12
Odisha,Barley,Rabi,395.6,4744.7,16967.7,3.58
Bihar,Groundnut,Kharif,632.3,3478.8,7437.9,2.14
Andhra Pradesh,Groundnut,Kharif,644.6,3190.0,8593.0,2.69
Himachal Pradesh,Rice,Kharif,1581.4,933.5,4303.9,4.61
Andhra Pradesh,Maize,Kharif,954.9,161.5,665.7,4.12
Sikkim,Sugarcane,Kharif,1040.1,2623.4,224858.8,85.71
Assam,Soybean,Kharif,880.6,2257.8,4862.5,2.15
Mizoram,Rice,Kharif,1474.3,1740.8,9736.8,5.59
Madhya Pradesh,Sugarcane,Kharif,1419.1,2417.3,208895.7,86.42
Goa,Wheat,Rabi,573.8,3305.4,18442.8,5.58
Bihar,Rice,Kharif,1771.5,4919.9,24301.5,4.94
Jharkhand,Wheat,Rabi,604.9,2346.2,12955.0,5.52
Telangana,Potato,Rabi,703.5,1801.7,51253.5,28.45
Telangana,Wheat,Rabi,571.7,1995.2,11076.8,5.55
Meghalaya,Cotton,Kharif,849.7,2222.6,5895.6,2.65
Haryana,Rice,Kharif,1026.6,2366.4,10613.4,4.48
Nagaland,Sugarcane,Kharif,1557.3,4914.5,425862.9,86.65
Jharkhand,Barley,Rabi,477.3,2475.2,7789.9,3.15
Haryana,Cotton,Kharif,968.0,2043.0,5861.4,2.87
Haryana,Maize,Kharif,651.2,989.7,4696.1,4.74
Tamil Nadu,Groundnut,Kharif,783.5,4222.4,9132.7,2.16
Arunachal Pradesh,Cotton,Kharif,675.6,2979.0,7660.4,2.57
Madhya Pradesh,Maize,Kharif,732.2,1730.5,7919.8,4.58
Tripura,Mustard,Rabi,496.0,2915.2,4961.0,1.7
Rajasthan,Soybean,Kharif,805.2,4332.1,8694.1,2.01
Maharashtra,Rice,Kharif,1379.0,3956.3,23434.9,5.92
Haryana,Sugarcane,Kharif,1669.4,4129.6,373528.6,90.45
Chhattisgarh,Barley,Rabi,411.3,3422.6,12681.2,3.71
Punjab,Mustard,Rabi,432.9,4934.5,8411.4,1.7
Punjab,Groundnut,Kharif,554.8,3278.7,7270.1,2.22
Arunachal Pradesh,Wheat,Rabi,756.5,3170.1,13820.8,4.36
Manipur,Potato,Rabi,752.1,672.5,16555.2,24.62
Tamil Nadu,Potato,Rabi,416.8,1606.5,42756.1,26.61
Jharkhand,Groundnut,Kharif,622.3,4793.6,10579.1,2.21
Maharashtra,Maize,Kharif,696.1,4053.7,19790.1,4.88
Chhattisgarh,Mustard,Rabi,380.8,2963.3,4814.5,1.62
Himachal Pradesh,Soybean,Kharif,741.0,2002.7,4335.0,2.16
Punjab,Rice,Kharif,1259.2,3932.3,23042.2,5.86
Haryana,Potato,Rabi,613.4,4669.9,128582.8,27.53
Karnataka,Wheat,Rabi,727.6,1444.3,7386.6,5.11
Punjab,Barley,Rabi,456.1,4668.9,17431.6,3.73
Rajasthan,Wheat,Rabi,493.9,190.5,856.9,4.5
Haryana,Groundnut,Kharif,575.3,2210.8,4783.8,2.16
Himachal Pradesh,Sugarcane,Kharif,1717.8,2108.2,167418.5,79.41
Telangana,Rice,Kharif,1685.4,880.4,4180.6,4.75
Meghalaya,Potato,Rabi,689.5,185.2,4821.8,26.03
Punjab,Soybean,Kharif,970.5,2347.8,4131.5,1.76
Meghalaya,Wheat,Rabi,472.8,2619.6,13188.4,5.03
Maharashtra,Barley,Rabi,521.6,182.8,586.5,3.21
Uttarakhand,Cotton,Kharif,929.5,3896.8,10820.3,2.78
Sikkim,Potato,Rabi,609.5,1613.7,50853.9,31.51
Himachal Pradesh,Cotton,Kharif,836.9,1014.8,2706.9,2.67
Tamil Nadu,Potato,Rabi,692.2,4065.5,131463.3,32.34
Andhra Pradesh,Wheat,Rabi,530.4,1781.6,7927.8,4.45
Telangana,Cotton,Kharif,549.0,402.2,942.9,2.34
West Bengal,Mustard,Rabi,416.1,1173.4,2323.4,1.98
Bihar,Barley,Rabi,300.4,1465.3,3796.6,2.59
Bihar,Cotton,Kharif,741.1,4664.3,13826.8,2.96
Arunachal Pradesh,Wheat,Rabi,684.4,2110.5,10825.4,5.13
Punjab,Potato,Rabi,694.8,3271.9,95575.0,29.21
Gujarat,Sugarcane,Kharif,1578.0,1886.1,182018.9,96.51
Chhattisgarh,Maize,Kharif,796.9,3771.4,16612.5,4.4
Himachal Pradesh,Mustard,Rabi,440.5,2569.8,5088.2,1.98
Maharashtra,Groundnut,Kharif,735.2,703.8,1913.3,2.72
Jharkhand,Wheat,Rabi,531.5,3731.3,20389.8,5.46
Odisha,Groundnut,Kharif,668.0,3718.1,8151.6,2.19
Andhra Pradesh,Mustard,Rabi,482.1,4662.0,7068.3,1.52
Kerala,Mustard,Rabi,478.9,4713.0,8008.0,1.7
Uttar Pradesh,Potato,Rabi,574.9,4738.5,126687.1,26.74
Himachal Pradesh,Mustard,Rabi,327.9,137.9,216.7,1.57
Goa,Soybean,Kharif,630.8,3605.9,6120.1,1.7
Arunachal Pradesh,Wheat,Rabi,608.4,3723.8,20602.4,5.53
Tamil Nadu,Wheat,Rabi,723.6,3381.9,15540.6,4.6
Punjab,Barley,Rabi,453.9,1401.8,5299.3,3.78
Maharashtra,Potato,Rabi,583.2,2220.3,64645.4,29.12
Sikkim,Barley,Rabi,572.7,4572.0,13353.8,2.92
Bihar,Sugarcane,Kharif,1456.3,1281.4,115747.8,90.33
Tamil Nadu,Rice,Kharif,1762.7,2151.9,10949.5,5.09
Kerala,Cotton,Kharif,519.2,3400.1,8190.1,2.41
Rajasthan,Soybean,Kharif,886.3,2003.1,4615.7,2.3
West Bengal,Mustard,Rabi,420.6,3075.9,6090.3,1.98
Chhattisgarh,Sugarcane,Kharif,1252.4,1327.0,138667.0,104.5
Gujarat,Rice,Kharif,1087.6,307.5,1452.6,4.72
Arunachal Pradesh,Potato,Rabi,617.8,1369.6,38995.5,28.47
Rajasthan,Soybean,Kharif,996.2,3827.9,6545.2,1.71
Kerala,Barley,Rabi,538.0,4702.2,16434.8,3.5
Haryana,Rice,Kharif,1258.8,3289.3,19189.2,5.83
Assam,Potato,Rabi,420.5,3759.1,100004.8,26.6
Madhya Pradesh,Cotton,Kharif,541.7,1174.7,2597.7,2.21
Assam,Maize,Kharif,835.5,4954.1,24310.3,4.91
Goa,Cotton,Kharif,516.1,4168.1,11010.4,2.64
Mizoram,Groundnut,Kharif,862.0,4630.8,9971.3,2.15
Nagaland,Soybean,Kharif,817.2,1429.9,2962.4,2.07
Bihar,Potato,Rabi,546.5,4055.8,124419.0,30.68
Haryana,Rice,Kharif,1324.7,2132.8,12903.2,6.05
Arunachal Pradesh,Groundnut,Kharif,508.1,2954.7,5655.7,1.91
Gujarat,Wheat,Rabi,605.9,2528.7,13654.7,5.4
Tamil Nadu,Cotton,Kharif,887.9,3744.9,9326.0,2.49
Karnataka,Maize,Kharif,932.8,163.0,609.2,3.74
Goa,Maize,Kharif,681.8,3791.2,17280.0,4.56
Andhra Pradesh,Potato,Rabi,595.0,1940.4,55678.7,28.69
West Bengal,Groundnut,Kharif,530.9,1463.8,3090.1,2.11
Arunachal Pradesh,Mustard,Rabi,570.5,4426.3,6090.7,1.38
Tripura,Mustard,Rabi,415.1,4056.7,6469.2,1.59
Goa,Maize,Kharif,797.7,1207.3,5151.3,4.27
Assam,Soybean,Kharif,782.8,1587.1,3379.2,2.13
Chhattisgarh,Groundnut,Kharif,510.7,382.6,821.0,2.15
Tripura,Maize,Kharif,780.3,820.6,4062.2,4.95
Goa,Soybean,Kharif,897.7,141.6,306.4,2.16
Sikkim,Soybean,Kharif,868.2,2888.3,6754.3,2.34
Goa,Cotton,Kharif,720.5,1194.2,3391.7,2.84
Punjab,Wheat,Rabi,782.8,2540.8,11147.1,4.39
Maharashtra,Wheat,Rabi,460.1,640.6,3152.5,4.92
Rajasthan,Potato,Rabi,773.5,272.4,7326.3,26.89
Nagaland,Potato,Rabi,445.5,4268.9,120566.3,28.24
Mizoram,Potato,Rabi,697.2,2212.4,60352.9,27.28
Rajasthan,Soybean,Kharif,872.6,3695.9,7189.4,1.95
Meghalaya,Wheat,Rabi,494.0,4359.0,20616.8,4.73
Tripura,Soybean,Kharif,739.9,2464.1,5963.2,2.42
Gujarat,Groundnut,Kharif,870.5,2856.7,5519.2,1.93
Telangana,Barley,Rabi,352.8,2617.9,8654.8,3.31
Himachal Pradesh,Rice,Kharif,1506.2,2803.7,14205.3,5.07
Rajasthan,Soybean,Kharif,929.3,4468.7,9384.7,2.1
Telangana,Cotton,Kharif,803.0,871.0,2238.8,2.57
Himachal Pradesh,Barley,Rabi,598.5,2777.5,7052.4,2.54
Kerala,Cotton,Kharif,928.9,4317.4,10956.1,2.54
Bihar,Potato,Rabi,562.6,4700.5,155117.4,33.0
Manipur,Barley,Rabi,587.8,4474.0,11705.1,2.62
Assam,Groundnut,Kharif,866.9,607.4,1247.5,2.05
Uttar Pradesh,Maize,Kharif,687.9,4970.6,22279.2,4.48
Arunachal Pradesh,Soybean,Kharif,789.5,863.7,2090.2,2.42
Chhattisgarh,Cotton,Kharif,904.8,1699.9,4999.4,2.94
Rajasthan,Groundnut,Kharif,626.8,4837.6,11869.4,2.45
Arunachal Pradesh,Wheat,Rabi,730.1,2911.7,15560.1,5.34
Jharkhand,Barley,Rabi,389.4,3121.3,9811.3,3.14
West Bengal,Maize,Kharif,704.7,3151.2,13945.9,4.43
Nagaland,Cotton,Kharif,678.1,4687.1,15052.8,3.21
Karnataka,Rice,Kharif,1382.8,3610.0,21265.5,5.89
Himachal Pradesh,Mustard,Rabi,404.6,3518.4,6723.1,1.91
Odisha,Potato,Rabi,530.3,3164.9,98473.4,31.11
Manipur,Barley,Rabi,395.5,4919.6,17283.6,3.51
Chhattisgarh,Barley,Rabi,348.1,1742.4,5397.7,3.1
Meghalaya,Rice,Kharif,1528.9,160.8,745.6,4.64
Mizoram,Cotton,Kharif,919.1,2971.9,7183.5,2.42
Gujarat,Rice,Kharif,1571.5,4473.3,20304.2,4.54
Nagaland,Rice,Kharif,1398.1,4692.6,26235.9,5.59
Andhra Pradesh,Groundnut,Kharif,779.7,4190.2,10103.5,2.41
Assam,Barley,Rabi,429.6,253.2,826.1,3.26
Bihar,Potato,Rabi,687.9,2035.7,61729.9,30.32
Haryana,Potato,Rabi,491.1,3256.6,94339.0,28.97
Kerala,Mustard,Rabi,414.4,3028.7,5669.4,1.87
Tamil Nadu,Groundnut,Kharif,659.4,119.7,282.1,2.36
Himachal Pradesh,Mustard,Rabi,356.0,3428.9,5902.4,1.72
Manipur,Sugarcane,Kharif,744.6,4166.8,359844.4,86.36
Bihar,Barley,Rabi,512.2,3594.5,13493.5,3.75
Himachal Pradesh,Soybean,Kharif,862.2,4499.4,8956.6,1.99
Andhra Pradesh,Rice,Kharif,1643.4,4062.1,18426.5,4.54
Manipur,Cotton,Kharif,713.7,3453.8,10004.0,2.9
Tamil Nadu,Maize,Kharif,576.4,1059.3,4757.3,4.49
Tamil Nadu,Rice,Kharif,1293.0,1845.5,11002.1,5.96
Gujarat,Rice,Kharif,944.9,201.7,906.9,4.5
Telangana,Maize,Kharif,673.8,1814.4,6925.7,3.82
Goa,Maize,Kharif,813.2,550.0,2389.7,4.35
Kerala,Wheat,Rabi,507.3,2356.9,10670.8,4.53
Mizoram,Maize,Kharif,940.1,4350.8,15445.6,3.55
Haryana,Rice,Kharif,1228.9,2944.1,16748.3,5.69
Goa,Cotton,Kharif,914.7,1696.2,4009.3,2.36
Uttarakhand,Maize,Kharif,719.1,4944.4,20663.6,4.18
Sikkim,Rice,Kharif,1074.7,4345.4,21982.5,5.06
Tripura,Potato,Rabi,767.8,4555.0,122393.0,26.87
Tripura,Potato,Rabi,759.3,3730.0,104164.9,27.93
Tamil Nadu,Sugarcane,Kharif,760.2,2592.0,226988.2,87.57
Arunachal Pradesh,Maize,Kharif,868.0,4772.5,20662.1,4.33
Himachal Pradesh,Wheat,Rabi,481.2,4604.5,21407.8,4.65
Assam,Barley,Rabi,511.7,3783.0,11652.2,3.08
Tamil Nadu,Mustard,Rabi,358.1,4458.0,6698.8,1.5
Manipur,Barley,Rabi,321.9,4441.6,14048.5,3.16
Mizoram,Mustard,Rabi,529.8,1530.9,2391.1,1.56
Tripura,Groundnut,Kharif,857.6,2379.4,5348.6,2.25
Goa,Mustard,Rabi,386.6,400.6,749.5,1.87
Maharashtra,Maize,Kharif,895.0,2022.0,8029.0,3.97
Manipur,Maize,Kharif,992.2,1119.6,4271.1,3.81
Meghalaya,Cotton,Kharif,773.3,4959.8,16265.8,3.28
Jharkhand,Mustard,Rabi,390.0,3386.6,5335.3,1.58
Himachal Pradesh,Soybean,Kharif,697.5,4062.7,7552.3,1.86
Goa,Groundnut,Kharif,622.7,4043.2,8746.1,2.16
Mizoram,Cotton,Kharif,869.6,1093.9,3271.0,2.99
West Bengal,Soybean,Kharif,797.9,693.9,1417.5,2.04
Assam,Barley,Rabi,586.3,3698.6,11492.5,3.11
Tamil Nadu,Mustard,Rabi,563.5,2370.3,3440.6,1.45
Himachal Pradesh,Wheat,Rabi,779.8,1111.3,4847.0,4.36
Tripura,Soybean,Kharif,993.5,162.4,273.0,1.68
Kerala,Wheat,Rabi,663.6,3335.9,19007.2,5.7
Arunachal Pradesh,Maize,Kharif,645.5,1087.5,4325.7,3.98
Odisha,Potato,Rabi,445.0,316.8,7680.2,24.24
Nagaland,Mustard,Rabi,511.9,4938.0,7659.7,1.55
Tamil Nadu,Mustard,Rabi,497.2,4987.1,9375.3,1.88
Nagaland,Rice,Kharif,1384.3,2703.9,13916.7,5.15
West Bengal,Cotton,Kharif,963.4,4225.8,10165.0,2.41
Meghalaya,Cotton,Kharif,859.1,1898.9,5202.6,2.74
Bihar,Barley,Rabi,333.8,1052.4,3379.1,3.21
West Bengal,Cotton,Kharif,816.7,913.7,2530.8,2.77
Bihar,Barley,Rabi,361.4,2749.0,8607.3,3.13
Odisha,Groundnut,Kharif,741.0,282.9,711.6,2.52
Andhra Pradesh,Mustard,Rabi,551.1,1087.1,1539.1,1.42
Himachal Pradesh,Sugarcane,Kharif,1767.4,1530.6,134041.1,87.57
